ra,dec,source_type,z_spec,z_phot,mag_g,mag_r,mag_z,reference
38.6378 ,-3.1681 ,DEV,0.577,0.5915 ,21.7441 ,19.9282 ,18.5843 ,
38.6758 ,-14.5978 ,SER,-99,0.7160 ,21.3985 ,20.3181 ,19.1688 ,Stein et al.2022
38.7653 ,-61.8766 ,REX,-99,0.6700 ,21.6082 ,20.6213 ,19.3195 ,
38.8763 ,-39.1156 ,DEV,-99,0.5375 ,22.7386 ,20.8833 ,19.6721 ,
38.8781 ,-39.1155 ,EXP,-99,0.5105 ,20.2305 ,19.2182 ,18.4883 ,
38.9099 ,-41.7302 ,REX,-99,0.7668 ,21.4898 ,20.4705 ,19.1720 ,Stein et al.2022
39.0172 ,-42.8695 ,SER,-99,0.6681 ,21.9316 ,20.2131 ,18.6844 ,
39.0793 ,6.5983 ,DEV,-99,0.5687 ,21.3233 ,19.6799 ,18.4353 ,
39.0852 ,-3.5509 ,SER,0.265,0.2677 ,19.3382 ,17.8179 ,17.0035 ,
39.1016 ,-28.6739 ,SER,-99,0.6681 ,21.1557 ,20.1206 ,19.1831 ,
39.1086 ,-22.8702 ,DEV,-99,0.5948 ,21.6516 ,19.7560 ,18.3658 ,
39.1649 ,0.4826 ,REX,-99,0.4945 ,21.2441 ,19.8103 ,18.8956 ,
39.3638 ,-9.2190 ,DEV,-99,0.9133 ,22.2598 ,21.0110 ,19.2231 ,Jacobs et al.2019
39.4288 ,-45.9114 ,SER,-99,0.6048 ,22.1198 ,20.2667 ,18.8487 ,
39.4294 ,-42.2570 ,SER,-99,0.7743 ,21.4631 ,20.6996 ,19.7864 ,
39.4391 ,-18.0172 ,REX,-99,0.7631 ,21.2418 ,20.5868 ,19.5563 ,Jacobs et al.2019
39.8741 ,14.3212 ,DEV,-99,0.7610 ,22.0828 ,20.4024 ,18.5823 ,Stein et al.2022
39.8741 ,14.3212 ,DEV,-99,0.7610 ,22.0828 ,20.4024 ,18.5823 ,
39.9208 ,-58.9079 ,DEV,-99,0.8402 ,23.2567 ,20.9185 ,18.9572 ,
39.9261 ,-1.4632 ,SER,-99,0.2921 ,19.7190 ,18.5193 ,17.7063 ,Huang et al. 2020
40.0008 ,-2.0393 ,SER,-99,0.7461 ,20.9381 ,20.2245 ,19.2164 ,
40.0144 ,10.2803 ,SER,-99,0.2264 ,19.1392 ,17.6532 ,16.7611 ,
40.0268 ,-11.4252 ,REX,-99,0.6972 ,21.3785 ,20.2123 ,19.0122 ,Huang et al. 2021
40.1212 ,-11.6938 ,SER,-99,0.7128 ,22.5999 ,20.7736 ,19.1682 ,
40.1823 ,-28.9496 ,SER,-99,0.3286 ,19.9435 ,18.9921 ,18.2778 ,
40.2214 ,-33.5662 ,SER,-99,0.5840 ,21.1961 ,20.1126 ,19.2373 ,
40.2602 ,-6.0838 ,SER,-99,0.3380 ,19.7207 ,18.0243 ,17.1440 ,
40.3276 ,-26.7760 ,SER,-99,0.5764 ,19.9816 ,19.0562 ,18.0566 ,Stein et al.2022
40.4023 ,-38.0871 ,SER,-99,0.2830 ,19.8781 ,18.4420 ,17.6039 ,
40.5294 ,-33.6994 ,SER,-99,0.2511 ,18.8198 ,17.6758 ,16.9537 ,
40.5605 ,-33.3706 ,SER,0.3175,0.3395 ,19.1016 ,17.4739 ,16.6136 ,
40.6001 ,-35.4015 ,REX,-99,0.7648 ,21.8632 ,20.9283 ,19.8179 ,
40.6255 ,0.6716 ,DEV,-99,0.7716 ,22.9549 ,21.5252 ,19.9381 ,
40.6694 ,7.0367 ,SER,-99,0.2692 ,19.9696 ,18.7422 ,17.7578 ,Stein et al.2022
40.6907 ,-61.6990 ,DEV,-99,0.5229 ,20.7619 ,19.3857 ,18.4437 ,
40.7511 ,-19.8931 ,REX,-99,0.7901 ,21.5448 ,20.7021 ,19.4882 ,Huang et al. 2021
40.7543 ,-28.2786 ,DEV,-99,0.7023 ,23.0542 ,21.1534 ,19.5148 ,Stein et al.2022
41.0351 ,-24.5746 ,SER,-99,0.4991 ,21.3253 ,19.8528 ,18.7392 ,
41.0434 ,-46.4402 ,SER,-99,0.6214 ,20.8031 ,19.7624 ,18.8643 ,Stein et al.2022
41.1759 ,-12.3897 ,SER,-99,0.6690 ,21.1596 ,20.1573 ,19.1876 ,
41.1963 ,-1.1606 ,SER,0.584,0.5870 ,20.4329 ,18.7307 ,17.3958 ,
41.2769 ,17.5516 ,SER,-99,0.6101 ,21.8841 ,19.9732 ,18.5027 ,
41.3521 ,-20.5386 ,SER,-99,0.7002 ,21.5982 ,19.9220 ,18.3144 ,
41.4207 ,3.6355 ,REX,-99,0.9365 ,22.9217 ,21.6192 ,19.7201 ,
41.7696 ,-21.3896 ,SER,-99,0.3501 ,19.6328 ,18.2443 ,17.3848 ,Stein et al.2022
41.8827 ,-48.2952 ,EXP,-99,0.6227 ,21.7560 ,20.5145 ,19.4643 ,
42.0101 ,-3.5338 ,SER,-99,0.1990 ,18.9327 ,17.6683 ,16.9110 ,
42.0397 ,-39.9301 ,DEV,-99,0.6788 ,20.8217 ,19.2792 ,17.7907 ,Jacobs et al.2019
42.3082 ,-49.8473 ,DEV,-99,0.6481 ,20.2608 ,18.9471 ,17.6683 ,
42.5350 ,0.1379 ,SER,0.82785,0.8035 ,22.7321 ,20.8337 ,18.8940 ,Huang et al. 2021
42.6184 ,-63.1419 ,DEV,-99,0.7292 ,23.4561 ,21.5254 ,19.8616 ,
42.9472 ,-2.6135 ,DEV,-99,0.8980 ,22.4020 ,21.5170 ,19.9065 ,
43.1721 ,-46.9393 ,SER,-99,0.2576 ,19.6707 ,18.4725 ,17.7199 ,
43.1732 ,-14.9921 ,SER,-99,0.2477 ,17.9893 ,16.5387 ,15.6948 ,Carrasco et al.2017
43.2517 ,20.7043 ,SER,-99,0.1916 ,19.7556 ,18.0846 ,16.9420 ,
43.3924 ,-28.7700 ,SER,-99,0.4651 ,20.1885 ,18.8476 ,17.9668 ,
43.4710 ,-28.1650 ,SER,0.2728,0.2459 ,18.9923 ,17.5601 ,16.7756 ,
43.4829 ,-35.2228 ,SER,-99,0.7905 ,22.1220 ,20.8343 ,19.2504 ,Stein et al.2022
43.5071 ,-42.3918 ,SER,-99,0.6523 ,21.1426 ,20.1808 ,19.1958 ,Stein et al.2022
43.8215 ,-16.6815 ,SER,-99,0.6949 ,22.9952 ,21.0339 ,19.4174 ,Huang et al. 2021
43.9416 ,-54.8237 ,SER,-99,0.5579 ,20.7092 ,19.8121 ,19.1223 ,
44.0944 ,-10.3834 ,SER,-99,0.2078 ,18.6860 ,17.4794 ,16.7932 ,
44.2687 ,-20.3155 ,REX,-99,0.7221 ,22.8420 ,21.4222 ,19.9747 ,
44.2983 ,-32.5098 ,SER,-99,0.6748 ,22.1135 ,20.1463 ,18.6423 ,
44.7660 ,-20.7706 ,SER,-99,0.2779 ,18.8984 ,17.5080 ,16.6969 ,
44.8186 ,-26.7368 ,DEV,-99,0.8004 ,23.2733 ,21.3707 ,19.5610 ,
44.9811 ,1.1387 ,DEV,-99,0.8864 ,22.9500 ,21.3949 ,19.4207 ,Huang et al. 2021
45.0943 ,-7.6865 ,SER,0.5666,0.5978 ,20.9908 ,19.5202 ,18.2270 ,
45.2832 ,-28.1261 ,SER,0.3721,0.3812 ,19.5114 ,17.6596 ,16.7338 ,
45.4853 ,-28.8090 ,SER,-99,0.2473 ,19.1437 ,17.7774 ,17.0435 ,
45.4943 ,-4.0897 ,EXP,-99,0.7023 ,22.0284 ,20.7345 ,19.4625 ,
45.5738 ,-22.1085 ,SER,-99,0.7094 ,23.4556 ,21.3693 ,19.7394 ,
45.5767 ,-13.1093 ,EXP,-99,0.6339 ,22.3903 ,20.6827 ,19.2756 ,
45.7622 ,-61.2902 ,SER,-99,0.3999 ,21.1440 ,20.1485 ,18.4950 ,
45.8553 ,-22.9291 ,SER,-99,0.5531 ,21.6457 ,19.8499 ,18.6284 ,Huang et al. 2021
45.8714 ,3.7781 ,SER,-99,0.7009 ,21.9405 ,20.1703 ,18.5108 ,Huang et al. 2021
45.9250 ,-45.0542 ,DEV,-99,0.8207 ,22.0565 ,21.1194 ,19.4394 ,
45.9404 ,-13.4087 ,DEV,-99,0.6894 ,22.9721 ,21.2919 ,19.7841 ,
45.9681 ,-50.3978 ,EXP,-99,0.5432 ,21.6115 ,20.5420 ,19.5412 ,Jacobs et al.2019
46.0064 ,-22.3677 ,SER,-99,0.2553 ,17.8068 ,16.3333 ,15.5445 ,
46.1573 ,-58.7799 ,SER,-99,0.7397 ,20.8772 ,20.3567 ,19.5979 ,Storfer et al. 2022
46.2273 ,-5.4499 ,REX,-99,0.4299 ,22.1801 ,20.3601 ,19.3770 ,
46.4172 ,-29.5712 ,SER,-99,0.3556 ,20.1239 ,18.3895 ,17.5169 ,Huang et al. 2021
46.5797 ,-20.9394 ,SER,-99,0.6852 ,22.5472 ,20.9915 ,19.4912 ,
46.5962 ,-8.0612 ,SER,0.2873,0.2968 ,19.3717 ,17.7379 ,16.8328 ,
46.6654 ,-27.6075 ,SER,-99,0.3851 ,19.7468 ,18.2170 ,17.2568 ,Huang et al. 2021
46.9585 ,-19.7979 ,DEV,-99,0.7894 ,22.7992 ,21.0396 ,19.2289 ,
47.0084 ,-28.2318 ,SER,-99,0.5376 ,20.6462 ,19.1182 ,17.9942 ,Stein et al.2022
47.1385 ,-17.6676 ,REX,-99,0.7493 ,21.2935 ,20.4933 ,19.4214 ,Huang et al. 2021
47.2494 ,-34.6868 ,SER,-99,0.3980 ,21.0065 ,19.4110 ,18.3291 ,Stein et al.2022
47.2494 ,-34.6868 ,SER,-99,0.3980 ,21.0065 ,19.4110 ,18.3291 ,
47.3707 ,-10.4736 ,SER,-99,0.2154 ,19.0808 ,17.7164 ,16.8764 ,
47.4380 ,-14.6211 ,SER,-99,0.8178 ,22.8529 ,21.3285 ,19.4635 ,Huang et al. 2021
47.6049 ,-44.5000 ,SER,-99,0.1570 ,19.2955 ,18.8371 ,18.6083 ,
47.6690 ,-50.8221 ,SER,-99,0.8401 ,23.1413 ,21.5946 ,19.8046 ,
47.6908 ,-35.7984 ,SER,-99,0.7501 ,21.2350 ,20.2496 ,18.9442 ,Jacobs et al.2019
47.7087 ,-17.7748 ,EXP,-99,0.6691 ,23.0677 ,21.3197 ,19.8010 ,Huang et al. 2020
47.7202 ,-22.7230 ,SER,-99,0.1305 ,18.5938 ,17.7699 ,17.2003 ,
47.9096 ,-44.1370 ,DEV,-99,0.8951 ,23.6400 ,21.9186 ,19.8845 ,Stein et al.2022
47.9096 ,-44.1370 ,DEV,-99,0.8951 ,23.6400 ,21.9186 ,19.8845 ,
47.9174 ,-7.5180 ,SER,-99,0.4286 ,20.4338 ,19.0556 ,18.1814 ,Huang et al. 2021
48.4303 ,-19.7354 ,REX,-99,0.9493 ,22.9372 ,21.5934 ,19.7491 ,
48.5476 ,-21.1639 ,DEV,-99,0.7882 ,21.3414 ,20.3098 ,18.8549 ,Stein et al.2022
48.5980 ,-54.6504 ,SER,-99,0.7375 ,21.2048 ,20.6723 ,19.5660 ,Stein et al.2022
48.5980 ,-54.6504 ,SER,-99,0.7375 ,21.2048 ,20.6723 ,19.5660 ,
48.6966 ,-31.1790 ,SER,-99,0.7204 ,21.9230 ,20.3641 ,18.8278 ,
48.7962 ,-25.7538 ,DEV,-99,0.8670 ,23.5464 ,21.6857 ,19.7615 ,Stein et al.2022
48.8176 ,-31.1305 ,DEV,-99,0.2610 ,20.6970 ,19.2724 ,18.4781 ,
48.8383 ,-59.9134 ,SER,-99,0.4234 ,19.8000 ,17.9195 ,16.9673 ,
48.8684 ,-27.9493 ,SER,-99,0.4475 ,19.8768 ,18.0395 ,17.0367 ,Stein et al.2022
49.2616 ,-23.3372 ,DEV,-99,0.7373 ,22.5331 ,20.6436 ,18.9637 ,
49.2773 ,-43.4571 ,REX,-99,0.8240 ,21.1915 ,20.5350 ,19.4972 ,Stein et al.2022
49.2773 ,-43.4571 ,REX,-99,0.8240 ,21.1915 ,20.5350 ,19.4972 ,
49.3616 ,-28.2140 ,SER,-99,0.7016 ,22.1323 ,20.5816 ,19.1032 ,
49.4191 ,-17.1849 ,SER,-99,0.4983 ,20.3231 ,18.7776 ,17.7162 ,Stein et al.2022
49.4191 ,-17.1849 ,SER,-99,0.4983 ,20.3231 ,18.7776 ,17.7162 ,
49.4409 ,-19.5621 ,EXP,-99,0.7534 ,22.3773 ,21.2259 ,19.9385 ,Stein et al.2022
49.4749 ,-44.3520 ,SER,-99,0.2471 ,18.9247 ,17.5095 ,16.7569 ,
49.7786 ,-27.6615 ,DEV,-99,0.6966 ,21.7997 ,20.5057 ,19.1890 ,Huang et al. 2021
49.8197 ,-30.7148 ,SER,-99,0.4997 ,20.9276 ,19.8234 ,18.6206 ,
49.9220 ,-17.5679 ,DEV,-99,0.7610 ,22.3311 ,20.7533 ,19.0635 ,Jacobs et al.2019
49.9922 ,-47.9877 ,SER,-99,0.5236 ,21.6359 ,19.9715 ,18.7467 ,Storfer et al. 2022
49.9923 ,-3.4863 ,SER,-99,0.5066 ,21.6820 ,19.9396 ,18.8059 ,Stein et al.2022
49.9923 ,-3.4863 ,SER,-99,0.5066 ,21.6820 ,19.9396 ,18.8059 ,
50.0530 ,-64.8443 ,DEV,-99,0.7690 ,23.0133 ,21.4118 ,19.7225 ,
50.0993 ,-43.3954 ,SER,-99,0.6330 ,20.6039 ,19.1413 ,17.8000 ,
50.1168 ,-41.9888 ,SER,-99,0.6417 ,21.4688 ,19.7606 ,18.2564 ,Jacobs et al.2019
50.3566 ,-15.5010 ,SER,-99,0.6799 ,21.6686 ,19.8744 ,18.2660 ,Jacobs et al.2019
50.5244 ,-22.3930 ,EXP,-99,0.5993 ,21.0104 ,19.9380 ,19.1247 ,
50.5684 ,-52.5779 ,SER,-99,0.4421 ,20.0039 ,18.1908 ,17.2036 ,Diehl et al. 2017
50.5684 ,-52.5779 ,SER,-99,0.4421 ,20.0039 ,18.1908 ,17.2036 ,Jacobs et al.2019
50.5707 ,-25.0292 ,SER,-99,0.3792 ,21.2287 ,19.4682 ,18.5085 ,
50.5943 ,-42.4061 ,SER,-99,0.6296 ,21.4241 ,19.9759 ,18.7135 ,Jacobs et al.2019
50.6343 ,-8.0516 ,SER,-99,0.1637 ,20.4081 ,19.8906 ,19.5406 ,
50.6769 ,-23.6652 ,SER,-99,0.6653 ,21.5389 ,20.1636 ,18.8616 ,Jacobs et al.2019
51.0021 ,-27.1917 ,SER,-99,0.7002 ,21.9654 ,20.2589 ,18.7098 ,Huang et al. 2021
51.1016 ,-2.0270 ,SER,-99,0.5286 ,21.4869 ,19.6521 ,18.4139 ,
51.1150 ,-44.5028 ,EXP,-99,0.7927 ,21.8945 ,20.6627 ,19.1352 ,Stein et al.2022
51.2450 ,-11.5876 ,SER,-99,0.4236 ,21.3772 ,19.5575 ,18.5142 ,Huang et al. 2021
51.3049 ,-12.0802 ,SER,-99,0.6046 ,21.2275 ,20.1059 ,18.9879 ,Stein et al.2022
51.8323 ,-36.9740 ,SER,-99,0.3568 ,21.7756 ,20.1160 ,19.2897 ,
51.9453 ,-27.2953 ,SER,-99,0.8422 ,22.9989 ,21.0242 ,19.0373 ,
51.9643 ,-15.5273 ,DEV,-99,0.5783 ,20.7560 ,18.8711 ,17.4895 ,
51.9919 ,-16.8622 ,DEV,-99,0.7768 ,23.0155 ,21.4602 ,19.8246 ,
52.0052 ,-40.4992 ,DEV,-99,0.5698 ,20.9959 ,19.6003 ,18.4847 ,Jacobs et al.2019
52.0124 ,-21.6761 ,DEV,-99,0.8120 ,23.1326 ,21.2730 ,19.3479 ,Stein et al.2022
52.1292 ,-15.8884 ,SER,-99,0.1250 ,20.7629 ,20.3153 ,19.9891 ,
52.1752 ,-43.3363 ,SER,-99,0.3683 ,21.4092 ,20.0594 ,18.2078 ,
52.3771 ,-52.0246 ,SER,-99,0.6543 ,21.5180 ,19.8141 ,18.3221 ,Stein et al.2022
52.3771 ,-52.0246 ,SER,-99,0.6543 ,21.5180 ,19.8141 ,18.3221 ,
52.4562 ,-5.4771 ,DEV,-99,0.7841 ,23.0398 ,20.9230 ,19.0291 ,
52.5973 ,-63.0369 ,SER,-99,0.4964 ,21.6195 ,20.5590 ,19.7153 ,Stein et al.2022
52.6284 ,-21.4532 ,REX,-99,0.7413 ,21.6488 ,20.7546 ,19.6820 ,Jacobs et al.2019
52.6621 ,-43.1767 ,SER,-99,0.4857 ,21.3732 ,19.8909 ,19.0247 ,
52.7565 ,-9.4508 ,DEV,-99,0.8378 ,23.4517 ,21.3966 ,19.3236 ,Huang et al. 2021
52.9324 ,-61.3876 ,DEV,-99,0.7909 ,22.2741 ,20.4808 ,18.6502 ,Stein et al.2022
53.1258 ,-38.6471 ,REX,-99,0.5196 ,21.1630 ,19.6997 ,18.7290 ,
53.1890 ,-40.0936 ,DEV,-99,0.7034 ,22.7034 ,20.7439 ,19.1077 ,
53.2439 ,-4.9065 ,DEV,-99,0.6602 ,22.0300 ,20.3007 ,18.7802 ,
53.2695 ,-6.8563 ,DEV,-99,0.5677 ,20.8896 ,18.9739 ,17.6258 ,
53.5860 ,-14.9058 ,SER,-99,0.4406 ,21.4630 ,19.7315 ,18.5422 ,
53.7118 ,-38.7447 ,DEV,-99,0.3356 ,19.5256 ,18.0428 ,17.1495 ,
53.8361 ,-40.6052 ,SER,-99,0.5582 ,21.6071 ,19.9783 ,18.8239 ,
53.8659 ,-12.6870 ,DEV,-99,0.6014 ,22.4539 ,20.7299 ,19.3954 ,
53.9151 ,-20.3305 ,SER,-99,0.5913 ,20.4678 ,19.0026 ,17.8105 ,
53.9740 ,-15.0563 ,DEV,-99,0.7234 ,22.4448 ,20.4174 ,18.6626 ,
54.1190 ,-38.2024 ,SER,-99,0.5437 ,20.3961 ,19.1223 ,18.2104 ,Jacobs et al.2019
54.1627 ,-63.0254 ,SER,-99,0.2358 ,19.2094 ,17.8233 ,17.0472 ,
54.1780 ,-33.6828 ,DEV,-99,0.3591 ,20.5796 ,18.8069 ,17.8027 ,
54.2561 ,-43.4765 ,SER,-99,0.6770 ,22.3426 ,20.4570 ,18.8979 ,Stein et al.2022
54.3932 ,-3.6915 ,SER,-99,0.5753 ,21.1881 ,19.5198 ,18.2266 ,
54.4879 ,-33.2605 ,REX,-99,0.6986 ,23.1954 ,21.3796 ,19.8077 ,
54.6423 ,-40.8624 ,REX,-99,0.8089 ,21.5861 ,20.7931 ,19.6142 ,
54.7347 ,-56.3070 ,REX,-99,0.7808 ,21.3582 ,20.4723 ,19.2058 ,
54.9391 ,-16.6474 ,DEV,-99,0.6970 ,23.1643 ,21.2971 ,19.6117 ,
55.0891 ,-25.5584 ,SER,-99,0.6326 ,21.2337 ,19.4918 ,18.0287 ,Huang et al. 2021
55.1214 ,-10.3019 ,SER,-99,0.4113 ,20.8144 ,18.8836 ,17.8581 ,
55.1834 ,-27.5220 ,DEV,-99,0.5930 ,20.5698 ,19.3754 ,18.1944 ,
55.4365 ,-31.6484 ,SER,-99,0.7804 ,21.7381 ,20.8436 ,19.7000 ,Storfer et al. 2022
55.4365 ,-31.6484 ,SER,-99,0.7804 ,21.7381 ,20.8436 ,19.7000 ,Huang et al. 2021
55.5764 ,-57.8697 ,DEV,-99,0.9065 ,24.2972 ,22.0479 ,19.9588 ,Stein et al.2022
55.6612 ,-29.2920 ,SER,-99,0.4084 ,19.9245 ,18.1721 ,17.2084 ,
55.6917 ,-47.2155 ,REX,-99,0.7819 ,21.6681 ,20.7713 ,19.6052 ,
55.7014 ,-23.7118 ,DEV,-99,0.7394 ,21.9444 ,21.0109 ,19.9225 ,
55.8482 ,-36.9675 ,SER,-99,0.4323 ,21.2630 ,19.4695 ,18.4942 ,
55.8949 ,-38.6928 ,DEV,-99,0.8530 ,23.3049 ,21.5691 ,19.6373 ,
55.9413 ,-9.2182 ,SER,-99,0.4101 ,21.3036 ,19.3254 ,18.2975 ,
56.0455 ,-46.2210 ,DEV,-99,0.7669 ,22.2631 ,20.9312 ,19.3811 ,
56.1886 ,-64.3594 ,DEV,-99,0.8179 ,22.6357 ,21.3519 ,19.6413 ,
56.2697 ,-33.0721 ,SER,-99,0.5991 ,21.8606 ,20.0383 ,18.6728 ,Stein et al.2022
56.4112 ,-49.1728 ,SER,-99,0.2399 ,18.6811 ,17.5637 ,16.9108 ,
56.4503 ,-38.4628 ,SER,-99,0.7989 ,22.7796 ,20.4502 ,18.5473 ,
56.4885 ,-24.8577 ,SER,-99,0.3014 ,20.5821 ,19.0990 ,18.2917 ,
56.5486 ,-46.0298 ,SER,-99,0.4000 ,20.3439 ,19.1273 ,18.3663 ,
56.5705 ,-17.5598 ,DEV,-99,0.6356 ,22.0333 ,20.2643 ,18.8057 ,
56.6070 ,-28.6624 ,DEV,-99,0.8061 ,23.4015 ,21.5941 ,19.8512 ,
56.6276 ,-41.0330 ,SER,-99,0.2284 ,18.9110 ,17.7295 ,17.0293 ,
56.6573 ,-33.1324 ,SER,-99,0.2857 ,19.2651 ,17.7387 ,16.9358 ,
56.6609 ,-63.2614 ,SER,-99,0.6424 ,21.2162 ,20.2312 ,19.0713 ,
56.6788 ,-9.2313 ,SER,-99,0.4325 ,20.1999 ,18.3528 ,17.3046 ,Huang et al. 2021
56.7199 ,-57.6516 ,SER,-99,0.7935 ,21.5332 ,20.7230 ,19.6734 ,
56.8716 ,-22.2088 ,SER,-99,0.8586 ,21.9321 ,20.8869 ,19.2614 ,
56.8720 ,-38.0505 ,DEV,-99,0.8048 ,23.0438 ,21.2386 ,19.4231 ,
56.9581 ,-34.6886 ,SER,-99,0.6330 ,21.6233 ,20.4079 ,19.3285 ,
56.9604 ,-24.9295 ,SER,-99,0.6448 ,22.2227 ,20.5409 ,19.1292 ,
56.9804 ,-30.5661 ,SER,-99,0.6004 ,21.0015 ,19.3123 ,17.9361 ,
57.1209 ,-38.8714 ,SER,-99,0.7196 ,21.3217 ,20.3469 ,18.9182 ,Stein et al.2022
57.2074 ,-10.2962 ,SER,-99,0.7317 ,21.9547 ,20.1740 ,18.4488 ,Huang et al. 2021
57.2879 ,-7.1065 ,SER,-99,0.1773 ,20.1633 ,19.5078 ,18.8730 ,
57.2982 ,-33.0173 ,SER,-99,0.5171 ,20.3983 ,18.5058 ,17.3234 ,
57.3313 ,-48.9592 ,SER,-99,0.6507 ,20.5178 ,18.9738 ,17.5453 ,Diehl et al. 2017
57.5232 ,-13.1978 ,SER,-99,0.5294 ,22.3592 ,20.8288 ,19.6156 ,Huang et al. 2021
57.5617 ,-63.3863 ,SER,-99,0.6597 ,21.1848 ,20.1092 ,19.1005 ,
57.6600 ,-47.1487 ,SER,-99,0.7074 ,23.0118 ,21.0619 ,19.4502 ,
57.7914 ,-46.4112 ,SER,-99,0.2514 ,18.9379 ,17.5795 ,16.8691 ,
57.8451 ,-64.0336 ,SER,-99,0.2308 ,19.1478 ,17.7575 ,16.9826 ,
57.9070 ,-7.8706 ,SER,-99,0.6597 ,21.5760 ,19.8996 ,18.3478 ,Huang et al. 2021
57.9521 ,-12.9684 ,EXP,-99,0.6851 ,20.9522 ,19.9349 ,18.8712 ,
57.9594 ,-22.2418 ,SER,-99,0.6646 ,20.9473 ,19.8393 ,18.5592 ,Jacobs et al.2019
58.1152 ,-22.2745 ,SER,-99,0.1018 ,18.1270 ,17.7657 ,17.4184 ,
58.1777 ,-19.3799 ,DEV,-99,0.6232 ,22.5901 ,20.9845 ,19.6313 ,Huang et al. 2021
58.1802 ,-26.7145 ,SER,-99,0.7632 ,22.6403 ,20.8746 ,19.1108 ,
58.1920 ,-11.1688 ,REX,-99,0.7880 ,21.1974 ,20.5220 ,19.3965 ,
58.2840 ,-58.9149 ,SER,-99,0.4862 ,20.4799 ,18.6436 ,17.5496 ,
58.4427 ,-17.1109 ,DEV,-99,0.5256 ,21.2565 ,19.8479 ,18.4451 ,Jacobs et al.2019
58.5761 ,-16.1645 ,SER,-99,0.5887 ,21.0897 ,19.2216 ,17.8400 ,Jacobs et al.2019
58.5769 ,-42.7843 ,SER,-99,0.1110 ,20.1730 ,19.6348 ,19.3325 ,
58.7255 ,-45.1985 ,REX,-99,0.3741 ,22.3650 ,20.6663 ,19.8185 ,
59.0860 ,-53.9585 ,SER,-99,0.6075 ,20.8172 ,19.3174 ,18.0363 ,Stein et al.2022
59.1199 ,-13.9418 ,DEV,-99,0.3363 ,19.9814 ,18.3511 ,17.4746 ,
59.3453 ,-57.6459 ,SER,-99,0.7286 ,22.6024 ,20.6904 ,18.9826 ,
59.5787 ,-57.7967 ,EXP,-99,0.3563 ,20.7490 ,19.5814 ,18.8243 ,
59.5968 ,-55.0212 ,SER,-99,0.9385 ,22.1097 ,21.3022 ,19.9274 ,
59.6451 ,-52.4199 ,DEV,-99,0.7171 ,22.8964 ,20.7872 ,19.1237 ,
59.6756 ,-34.6748 ,SER,-99,0.3344 ,21.8819 ,20.3599 ,19.5381 ,
59.7174 ,-2.0802 ,REX,-99,0.1657 ,19.5816 ,18.4087 ,17.5145 ,
59.7350 ,-27.0165 ,REX,-99,0.4829 ,22.5460 ,20.6321 ,19.5612 ,
60.0093 ,-32.5871 ,SER,-99,0.2111 ,18.4380 ,17.3060 ,16.5650 ,
60.0484 ,-19.6706 ,REX,-99,0.6925 ,21.4174 ,20.2496 ,19.0528 ,
60.2195 ,-11.9548 ,DEV,-99,0.6215 ,22.9205 ,21.2529 ,19.8851 ,
60.3146 ,-9.8606 ,SER,-99,0.5816 ,20.8404 ,19.4532 ,17.7784 ,Stein et al.2022
60.4821 ,-34.0891 ,DEV,-99,0.5033 ,20.9632 ,19.3398 ,18.1837 ,Stein et al.2022
60.4915 ,-48.7503 ,SER,-99,0.6409 ,21.2227 ,19.6351 ,18.1836 ,Storfer et al. 2022
60.4915 ,-48.7503 ,SER,-99,0.6409 ,21.2227 ,19.6351 ,18.1836 ,Jacobs et al.2019
60.5124 ,-29.5589 ,SER,-99,0.2341 ,19.0031 ,17.6304 ,16.8764 ,
60.5213 ,-48.1357 ,SER,-99,0.2768 ,18.8187 ,17.3125 ,16.5202 ,
60.5238 ,-22.0990 ,SER,-99,0.4570 ,21.1696 ,19.3353 ,18.2787 ,Huang et al. 2021
60.5238 ,-22.0990 ,SER,-99,0.4570 ,21.1696 ,19.3353 ,18.2787 ,Jacobs et al.2019
60.5280 ,-26.1200 ,SER,-99,0.7182 ,22.5737 ,20.6242 ,18.9562 ,
60.5480 ,-44.4363 ,DEV,-99,0.7830 ,22.6438 ,21.1819 ,19.5046 ,
60.8822 ,-23.2443 ,REX,-99,0.5670 ,21.6411 ,20.4739 ,19.5646 ,Stein et al.2022
60.9148 ,-63.0246 ,SER,-99,0.3948 ,20.0542 ,18.3292 ,17.4108 ,
61.1795 ,-66.1834 ,SER,-99,0.2916 ,20.0570 ,18.8734 ,18.1364 ,
61.2064 ,-24.8192 ,SER,-99,0.4463 ,21.0515 ,19.2022 ,18.1999 ,
61.2600 ,-26.5615 ,REX,-99,0.7025 ,22.2089 ,20.8598 ,19.5123 ,
61.2612 ,-26.5605 ,DEV,-99,0.6699 ,23.2288 ,21.3017 ,19.7625 ,
61.2826 ,-19.9998 ,SER,-99,0.2749 ,19.2837 ,17.8114 ,17.0174 ,
61.4532 ,-22.4275 ,SER,-99,0.5392 ,21.3488 ,19.8535 ,18.0365 ,Stein et al.2022
61.4532 ,-22.4275 ,SER,-99,0.5392 ,21.3488 ,19.8535 ,18.0365 ,
61.5332 ,-45.4383 ,SER,-99,0.6170 ,22.3366 ,20.7378 ,19.4676 ,
61.5345 ,-45.4401 ,SER,-99,0.5411 ,21.8164 ,19.9421 ,18.6000 ,Stein et al.2022
